Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
SA594724,0.340854174484979,0,0.250263043512044,0,0.102405832322943,0,0,0.0102189448983835,0,0,0.0018540416228348,0.059322345241763,0,0,0.00943847835067641,0.0860368616782608,0,0,0.139606277888115,0,0,0,0.926,-0.0455680609343501,1.11308801742
SA560644,0.182927128951331,0,0.0769911061640484,0.0341282156560242,0,0.143409643890421,0,0.0164534535014895,0,0,0,0.0100969735689332,0,0,0.0228700234882379,0.0188526739861526,0.0989192225143023,0,0.279606258274116,0.110589522516078,0,0.00515577748886631,0.907,-0.0397080331846329,1.07979154336518
SA594739,0.246002943482754,0,0.0424670451692218,0.126711260207857,0,0.131792437189794,0.00794957672821338,0,0.00445835332703608,0,0,0.0291714203847607,0,0,0.173628828372339,0.106320456213206,0.107254619957354,0,0.0242430589674638,0,0,0,0.508,0.0317511830281286,1.08814168058068
SA594801,0.0394718814742081,0,0.0566176408247219,0,0,0.232460278017579,0,0,0,0,0.0221574274482088,0.00458093622533825,0.0180400318633737,0.0101491998158929,0.050786300040412,0.15814975905109,0.370632242479503,0.0158239219130543,0,0.0211303808466183,0,0,0.13,0.158897984311712,1.01927353548776
SA595191,0.185308225450107,0,0.278658269481131,0.0367023047288863,0,0.100529684527249,0.00593713987401506,0,0.0515944304140225,0,0,0.00600209771442227,0,0.0169049941144018,0.0992267325016178,0,0.208874282873213,0,0.0102618383209334,0,0,0,0.625,0.00952736574702367,1.07587395790539
SA595212,0.00994545592054033,0.0804826880652856,0,0.0399367206698386,0,0.0774859355428258,0,0,0,0,0.0273461920736582,0,0.00243466553153217,0.438655838185792,0.0115744625830813,0.217650071951463,0.0392746527258494,0,0,0.0526408256448656,0.00257249110526785,0,0,0.61605827355551,0.789460240851995
SA595217,0.107760342038029,0,0.0566102251070304,0,0,0.240717489559751,0.000212384595299114,0.0104505752886531,0,0,0,0.0659914953528548,0,0.0879542011556236,0.057714068261681,0.0385478865096844,0.254898909713493,0,0.0357013130208874,0,0.0113673932229467,0.0320737161740652,0.509,0.0315774342671219,1.0636230918798
SA595236,0.143333591006474,0,0.0308508267597951,0.0360758655860661,0,0.156095077338386,0,0,0.023448279429439,0.00738340296950537,0,0.0535377550047439,0,0.0213735095399305,0.0530272846435752,0.287841986601807,0.144474136855051,0,0.0425582842652257,0,0,0,0.352,0.0657366809540992,1.06229794547999
SA595242,0.203316751231601,0,0.180474267509586,0.118191309732782,0,0.0548948008054416,0,0,0.0199195235489685,0,0,0.0588081549171398,0,0,0.134115131285635,0.0283606122999605,0.0803863405432992,0,0.0890314606370669,0,0,0.0325016474885198,0.677,0.00119059661698089,1.08567324744473
SA595251,0.131319629880457,0,0.073001523243809,0.0965361942751058,0,0.186821199547743,0.0138408775961013,0,0.00864114427596324,0,0,0.0308983411336889,0.0311470136085048,0,0.175056061547391,0.118299310361216,0.0124255731523627,0,0.122013131377657,0,0,0,0.687,-1.7993667530225e-05,1.08945120582749
SA595257,0.264779057638937,0,0.197614822165029,0,0,0.151942150917476,0,0.0651864778464585,0,0,0,0.0433764304329248,0,0,0.0301820435685452,0.0595820352208224,0.125246470341092,0,0.0620905118687142,0,0,0,0.985,-0.065083063710493,1.10128332655149
SA595264,0.1686275901551,0,0.135536067625418,0,0,0.225387711314518,0,0.0804988957405486,0.0108319032696634,0,0,0.065956611697572,0.0240613746011892,0.0510477056402342,0.0711877868474695,0,0,0,0.166864353108288,0,0,0,0.905,-0.0393285614669324,1.09195599506116
SA595276,0.144605305939594,0,0.0211458194919524,0.124057067541881,0,0.133622571946072,0.121927962599497,0,0.00195557516456276,0.0599444947588543,0,0.0099129032364283,0,0.0296524286505796,0.0713195710427916,0.12876515488576,0.0727192730944687,0,0.0664319193491476,0,0.0139399522984109,0,0.043,0.287920948784034,0.963815653576108
SA595288,0.154845386858773,0,0.0233137496930388,0.112661750983264,0,0.280177154654394,0,0,0,0.00500228314434258,0,0.00622181755635601,0.0120521912433507,0,0.0905307968759293,0.108993233093515,0.114811604420369,0.0740333945709788,0,0.0173566369056896,0,0,0.593,0.0163887981774854,1.079441237282
SA595294,0.0908050744108108,0,0.220794908769462,0.0246578556834756,0,0.0155881386472934,0,0.125424614656544,0,0,0,0.0453885129590044,0.00676986079992441,0,0.0044028934546123,0.156323379696084,0.0793839332956366,0,0.224352883823175,0,0,0.00610794380397736,0.988,-0.0700966465263717,1.08409209223487
SA595301,0.200329842463724,0,0.251641794558353,0,0,0.0910329808775608,0,0.0333523476930742,0,0,0.0621224018467494,0.0111372915492301,0,0.0122983870208969,0.058622326445941,0,0.00572075114836929,0,0.270773884917106,0,0,0.00296799147899436,0.884,-0.0338485011513618,1.08538125035887
SA595315,0,0,0.147734677285667,0,0.133532472550839,0.0329755546241674,0,0.0417881119174581,0,0,0.0541092692182149,0.000367698542658219,0,0,0.0643175677215096,0.105808510086036,0.000355245008887298,0,0.342871078429843,0.0761398146147191,0,0,0.979,-0.0607792770162495,1.08361378220009
SA595326,0,0.0462068140428547,0,0.0359758350525667,0,0.157739332737933,0,0,0.0193230563751407,0,0.0459581195781138,0,0,0.0864245482527469,0.0065283153557234,0.361085714402487,0.17554088190892,0,0.0652173822935143,0,0,0,0.04,0.294888582558482,0.975277424981097
SA595329,0.0719679849221532,0,0.0787743540263873,0.249680121511927,0,0,0.0319295474927945,5.26110523340239e-05,0.0119623789286821,0,0,0.0455936037698099,0.0963237311526954,0,0.155468951654561,0.127088150310529,0,0,0.131158565178126,0,0,0,0.823,-0.0201838938087175,1.1010980479847
SA595338,0.214174775577419,0,0.104348243843056,0,0,0.165528033594032,0,0.0373948221285708,0.00799881800326408,0,0,0.0658408664428392,0,0,0.000149332783199566,0,0.312928346892631,0.0121429132693058,0.0521310712011564,0.0273627762645274,0,0,0.766,-0.0126594600597191,1.0761214187289
SA595345,0.149929561910641,0,0.0459351802173504,0.00289767432454386,0,0.220477419105768,0,0,0,0,0,0.0200262517435385,0.000986573285347712,0,0.170884009723885,0.082960946036025,0.134033959896333,0,0.165377637209207,0.0064907865473601,0,0,0.83,-0.0221578232000585,1.08760130123234
SA595355,0.217215540952228,0,0.148055422686998,0,0,0.248769521104266,0.0301968155927891,0.000119589338069614,0,0,0,0.0426295705492189,0.0151046951408009,0.0256363360870664,0.0730817526893042,0.0220084234567398,0.0149215920184413,0.0506154357548274,0.11164530462925,0,0,0,0.896,-0.0370906239254519,1.08787413179731
SA595357,0.165514455373919,0,0.188938370706062,0.0366944009615597,0.00305588687574275,0.0958810234634583,0,0,0,0,0,0.0267262959552515,0,0,0.0595831406985292,0.0843186693565222,0,0,0.338305189303984,0,0,0.000982567304971376,0.895,-0.0362227932526548,1.07430656279822
SA595366,0.0411117552364782,0,0.0448478720262132,0.0894449479387825,0,0.113010939020497,0,0,0.0327174401225977,0,0,0.0424705952797569,0.0409860679066658,0.00438373289464307,0.156023173075537,0.0611029341677463,0.216437324573361,0,0,0.134282744992614,0.023180472765106,0,0.456,0.0432794532153548,1.07889573649583
SA595371,0.0734948121605273,0,0.0701698714082304,0.105445933996453,0,0.0627078741510332,0.0215756364444854,0,0.0219133880985979,0,0.0101777651855276,0.0278723636476784,0.0312640240177863,0.0335945471708838,0.261070638612903,0.0525319424842891,0.116569080999502,0,0.111612121622103,0,0,0,0.285,0.0860536491841701,1.07921256542432
SA595378,0.063879179476902,0,0.0317328990179615,0.180116176936839,0,0.0908916416615893,0.0762365982766258,0,0,0,0,0.0245195868648688,0.018017922453188,0.0286026270880984,0.234132846197876,0.0480280951439678,0.134189693253534,0,0.0696527336285494,0,0,0,0.054,0.25494775729739,0.995010892327053
SA595386,0.203438266897874,0,0.057294362392142,0.0918631810469913,0,0.166480356780649,0,0.00407299571922639,0,0,0,0.0392464024062354,0.00981288626571676,0,0.144115792849769,0.0348134434733145,0.0767937861023893,0,0.163128721407482,0,0,0.00893980465820977,0.847,-0.0266942028449658,1.09238246363837
SA595388,0.255160097035205,0,0.106240062439177,0,0,0.186122742826124,0,0,0.0427105818748811,0,0,0.0398479315082373,0,0,0,0.0794821543819943,0.145144523520767,0.0609360037410389,0,0.084355902672575,0,0,0.979,-0.0608951465912691,1.0988177671236
SA595392,0.176025493343394,0,0.0618211830728316,0.124630634509011,0,0.113403648524438,0.0338724220746899,0.0273192688480443,0,0,0.000172529434549306,0.015444250153903,0,0,0.113394440009126,0.128227830913908,0.0914945207408852,0.0294687680176504,0.0689924842538355,0,0,0.0157325261037335,0.583,0.0180174785628025,1.06905981532481
SA595394,0.0205608024630384,0,0.045543274856126,0.0298760528835528,0,0.176495827964243,0.0147050559706941,0,0,0,0,0.017361284797702,0.00793802142394612,0.327444304424491,0.0310350643689236,0.242282306519368,0.0505572097034674,0,0.0362007946244483,0,0,0,0.032,0.320556966452162,0.980254701145396
SA595398,0.0990304122651118,0,0.0990895935356989,0.173808759833272,0,0.155618941426568,0.00853564307668368,0.0137854857084594,0,0,0,0.0769534559132089,0.0281549768049064,0.0371894383075915,0.16065783964366,0.024751282044283,0,0,0.122424171440556,0,0,0,0.742,-0.00936427825167542,1.10831263466217
SA595402,0.0308455826571029,0,0.0655909448641992,0.26103954029847,0,0.121427920158098,0.123864189795064,0,0,0.0105135086327958,0,0,0.0105670284587395,0.0182836979714986,0.275638830653851,0.00444494834677554,0.0758338090327087,0,0,0.00194999913069685,0,0,0.022,0.387195885710783,0.939812424817533
SA595421,0.101651295063239,0,0.0689622127113018,0,0,0.211325950028164,0,0.00073238949535071,0.0253302405759204,0.0474179269320916,0,0.036263142135124,0.0427761397301193,0,0.190300547042316,0.143791099391223,0.0639522593272568,0,0.0674967975678928,0,0,0,0.322,0.0755444222848035,1.06483721096941
SA595432,0.102046259730282,0,0.0240082384306833,0.0340552791985587,0,0.0635520157179512,0,0.0460397092266829,0,0.0141826030468133,0,0.0307856369751982,0.0198446166937844,0,0.017066208044227,0.099519641463917,0.100204647825074,0.0774062261683355,0,0.341641401553596,0.0109570648671277,0.0186904510577684,0.334,0.07186122275542,1.08537449831049
SA595446,0.220743436452893,0,0.0875465398936048,0,0,0.162123610815944,0,0.0417528276013618,0.0522528034287136,0.0177319626574508,0,0.0281307547981179,0,0,0.0926121456351583,0.0701646714690849,0.208975979253349,0,0.0179652679943212,0,0,0,0.859,-0.0283659940358661,1.0869053684594
SA560642,0.163472564177525,0,0.066139090796426,0,0,0.295403597170979,0.00638824800373434,0,0.00786625197630797,0,0,0.044393623319705,0,0.069045471090081,0.132451035680006,0.0806233301606675,0.0440861243465728,0,0.0684507047359266,0,0,0.0216799585420688,0.582,0.0182676610170022,1.07680318837375
SA560673,0.102019279559277,0,0.140296216597662,0.00827025484827742,0,0.0902181586785036,0,0.0286684026348022,0,0,0.0335233090003351,0.0151858022713833,0.017283226718313,0,0.0434479387815527,0.162605604643164,0.267594839225067,0.016893216946172,0.0016541590612908,0,0,0.072339591034201,0.595,0.015413067091565,1.07027450042199
SA560695,0.0534350695940953,0,0.0518250554555639,0.276972687884071,0,0.0735234575547368,0.0225892192263362,0,0.0901406126760166,0,0.0460236722288241,0,0,0.0400276951139561,0.200579760189158,0,0.122049646210341,0,0,0.00367782748636034,0,0.0191552963805413,0.691,-0.000521123138091386,1.12797052717548
SA560702,0.0839296994478684,0,0.0646473553281327,0.127675764793202,0,0.122471314198467,0.0293536851201515,0,0.0211229844905977,0,0.0190855315447508,0,0.0664055383045774,0,0.173064704759586,0.090974274261021,0,0,0.197931040091917,0,0,0.0033381076597278,0.901,-0.0384521054442635,1.09634325439228
SA594207,0.101692356642455,0.0477394090331237,0,0.189671855569618,0,0.289722589525071,0,0,0,0,0,0.0886002452617665,0.00893315155659472,0.0111093873966789,0.059012087097639,0.0741159103929971,0.0626372178682663,0,0.0667657896557897,0,0,0,0.389,0.0563566042660841,1.09041494804583
SA594223,0.138564328635704,0,0.0866317582829792,0,0,0.194086768584309,0,0.0418239137208373,0,0,0,0.0463093334815804,0,0,0.0530132025066965,0.00264923668171797,0.1895887723608,0,0.247332685745376,0,0,0,0.976,-0.0590772152454708,1.07547392819565
SA560659,0.0536181117677071,0,0.0786728248420687,0,0,0.228370843379989,0,0.0871172833750912,0,0,0.063390011992358,0.0314477599692295,0,0.128289036025,0.0272574738522648,0.147209196386654,0,0,0.131063359969126,0,0,0.0235640984405127,0.948,-0.0503961550947147,1.09789376512447
SA560984,0.202794819335228,0,0.0880144762052854,0,0,0.387172273571444,0,0.02150636440656,0,0,0,0.0119656045593986,0.0080548256415192,0,0.0136503668821252,0.12072567009494,0.0938691497550724,0,0.0507635445974463,0.00148290495098105,0,0,0.978,-0.0598501206123524,1.10520026112491
SA560735,0.152962553139695,0,0.104780047158407,0.0382586574507903,0,0.0918007590129219,0,0.111828564093871,0,0,0,0.0694656703805411,0.00870438862617482,0,0.133968525512867,0.0707728286204628,0.0984987685454156,0,0.0878902873173852,0.0247321086708284,0,0.00633684147064074,0.98,-0.0619671755593424,1.10442527313401
SA560677,0.113960464289511,0,0.0777055540428214,0.00737786320061886,0,0.242825203376493,0,0.004082526445116,0,0,0.00528107346367237,0.00612706719222909,0,0.175741015694218,0,0.0691111950724919,0,0.0250067133431798,0.240817888777728,0.0319634351019207,0,0,0.286,0.0859333220473208,1.0404502614727
SA594269,0.0606754786219638,0,0.074154252643766,0,0,0.212617430838664,0,0.108353520520237,0.0175179167637464,0,0.0126155650736455,0.0676901829454134,0,0.0620554927698523,0.142151000731262,0,0.0810570945617697,0,0.156845654363464,0,0,0.00426641016621699,0.986,-0.0690629905093729,1.11018884311086
SA594297,0.202557325874416,0,0.12873728149841,0,0,0.0540833409117467,0,0.047048445601546,0.0294623738127037,0,0,0.0379619394681301,0,0,0.0727849086691369,0.144407085822681,0,0,0.250778127700993,0,0,0.032179170640236,0.986,-0.0679403112994408,1.0871348072674
SA594313,0.124130864987847,0,0.0173634334764076,0.0518102555968598,0,0.374877413849617,0,0,0,0,0,0.0233200615813697,0.00914147072778416,0,0.00970827490321026,0.161946698360138,0.125815336260793,0,0.101886190255973,0,0,0,0.859,-0.0284156731186667,1.09042616782289
SA560675,0.229378617716567,0,0.0641426577674053,0,0,0.156544616643165,0,0,0,0,0,0.0105949070977883,0.0444882355191783,0,0.0737704219947972,0.00797683009128857,0.169491449269515,0.0405845567735175,0.00626208641131416,0.196765620715464,0,0,0.86,-0.0291653642388122,1.09395534992258
SA560638,0.181219183882558,0,0.0713326471145154,0,0,0.159432319220675,0,0.0138008432086948,0,0,0,0.0330438277039839,0,0,0.00598676988334488,0.171147049670266,0.231169048919098,0.0836371512151167,0.0133972486518012,0,0,0.0358339105299458,0.835,-0.0232332139557997,1.08200830400098
SA594340,0.116179087285541,0,0.0595511907277616,0.199006928207611,0,0.114809567446161,0,0.0138751156136708,0.00360933673102382,0,0,0.0228181706825411,0.00659877241502454,0,0.164452247322671,0.0646187413862418,0.196057849773304,0,0.038422992408447,0,0,0,0.094,0.198072435101473,1.00887823338638
SA594358,0.0692301968482475,0,0.0545322369779998,0.240150582900786,0,0,0.0824664769749104,0.00963977872752726,0.00635007306438782,0.0185421630720979,0,0.0240522648662549,0.0115489897452888,0.024117776118655,0.172934297351262,0.13502934848676,0.0497537971953351,0,0.101652017670487,0,0,0,0.595,0.0149702505202677,1.09114762523418
SA560713,0.0953724274730075,0,0.0711969871360045,0,0,0.180197747175216,0.0316019009430212,0,0.0149723852118767,0,0,0.00838689551183247,0.00943901127697466,0,0.021419360202097,0.199911505347827,0.260628528999076,0,0.106873250723066,0,0,0,0.693,-0.00162818761502476,1.06946321327952
SA594368,0.139762990116544,0,0.160037946453786,0.0424343277638245,0,0.374463637252666,0,0,0,0,0.00328640276202735,0.0184099124875678,0.00460334630932716,0,0.0139647037351374,0.0854397152200487,0.113006770817222,0,0.0445902470818481,0,0,0,0.859,-0.0281826053123028,1.08952836907775
SA560636,0.185185103280459,0,0.10674923744079,0.0855495780357138,0,0.175630959335864,0,0,0.0124642887510349,0,0,0.0503677123015301,0.00778152814417961,0,0.144278666842972,0.0523950491756277,0.0631541011262478,0,0.116443775565581,0,0,0,0.945,-0.0498219516098015,1.10428228949828
SA560653,0.185416773416777,0,0.117076757572634,0,0.0310952620225353,0.0822358379721306,0,0,0,0,0.0300526371591841,0.00692998199391534,0,0,0.00557595862164467,0.0609376402549207,0,0,0.477160319615586,0,0,0.00351883137067164,0.921,-0.0437969800793419,1.08115627359105
SA594383,0.0717944942850857,0,0.106073558602788,0.151654752471245,0,0.0187949802421213,0.0410325986137691,0,0.0766418322202451,0,0,0,0.0261702558413452,0.0445929908211244,0.214182727008207,0.143812707344373,0.0659960340703375,0,0.0392530684793585,0,0,0,0.011,0.431561777796058,0.901383896454243
SA594397,0.183024072436982,0,0.0968527324623893,0,0,0.0153469469253143,0,0.00898098964447016,0.0681087780779268,0,0,0.00368849864092859,0,0,0.0030903529359972,0.181745271411631,0.063604161899525,0.123258937772146,0.107967921275118,0.144331336517571,0,0,0.95,-0.0515974999037721,1.09368373602281
SA560739,0.156772317190707,0,0.0715045866415543,0.0109838606286503,0,0.107076310901099,0,0,0,0,0.00471953300842613,0.00688975362756401,0.014668391705768,0,0.0357192644031403,0.404269958592382,0.138868327884105,0,0.0322044965083771,0,0,0.0163231989082266,0.478,0.0374719508024018,1.09069039848367
SA561027,0.203433984106413,0,0.156205237956819,0,0.00967665362218676,0,0,0.216185252228508,0,0,0,0.0718063757828813,0.03355894432043,0.0191847623973064,0.0667738968928147,0.128690745080023,0,0.0640563206604655,0.0304278269521521,0,0,0,0.937,-0.0481282619809128,1.09996961406135
SA594414,0.00957887357739418,0.0264169084232585,0.00292294178892077,0.0292732309523602,0,0.0994298715073048,0,0.00370884349149353,0.0251691192915845,0.0078841677928433,0,0.0470977313014353,0,0,0,0.156585521366567,0.335759549389695,0.0212928134970146,0,0.218751926738479,0.0161285008816496,0,0.0570000000000001,0.247535478803537,0.995471793286936
SA560697,0.0721901862110949,0,0.155676819585599,0.0136156676971046,0,0.162386886088114,0,0.0188693070161383,0,0,0,0.0510412062585993,0,0.00689414334660688,0.101249106052493,0,0.315208450697588,0,0.102868227046663,0,0,0,0.871,-0.0316100674352778,1.07479252815204
SA594432,0.213112886112918,0,0.0790865597710258,0.0896386158765277,0,0.127813319924224,0,0.00107294800909789,0.00200796555998894,0,0,0.0193236419002446,0.0184109879446431,0,0.0414479106662236,0.0976092975991587,0.221178700523086,0.0256300991019728,0.0636670670108887,0,0,0,0.938,-0.0484362676589857,1.08328821618591
SA560741,0.0434305361584596,0,0.0172091316276016,0.101057112069935,0,0.38893609861591,0,0,0.0140032709491619,0,0,0.0265983041943517,0,0,0.000645511838097575,0.183845974600415,0.102864097138478,0.0324605610824256,0.0057409021367132,0.0386699296604708,0,0.0445385699279796,0.111,0.173709150810234,1.02115089207849
SA560647,0.114837742928092,0,0.0383366620429695,0.0788851054417196,0,0.150426685491772,0,0,0,0,0,0.0182048693112451,0,0.00961796594788645,0.0265805986669739,0.191980971168715,0.17971416812058,0.0269554144485824,0.164459816431463,0,0,0,0.544,0.0248898910388872,1.05569260199786
SA560685,0.0527452845572001,0,0.0141274600540258,0.260057044252767,0,0,0.0660618890283189,0.00485710626559818,0.1157679084706,0,0,0.0673703272683188,0.0126104844540969,0.10162325401432,0.133270126368882,0.0373951564278429,0.0949840132706989,0,0.0391299455673303,0,0,0,0.354,0.0655052049328433,1.08492003717807
SA594500,0.0346307522263963,0,0.290742409394684,0,0.0545568758418614,0.183534900876746,0.012154811221113,0,0,0,0.0858542705203939,0.00401923084104842,0.0384815530722142,0.0211656800481138,0.0800955887681647,0.00800410433460706,0.0433547251325368,0,0.143405097722121,0,0,0,0.813,-0.0191696110926052,1.07549884153903
SA594507,0.0280517108534468,0,0.0433080572357837,0.145476144683042,0,0.15567283570929,0.014661541526331,0,0.0409466936617628,0,0.0039807968042492,0.0294688917820765,0.0360382210005798,0.0959959938745958,0.134131534116377,0.105520032423157,0.0669506435209715,0,0.0966734760880132,0,0,0.00312342672032395,0.306,0.0801893874126946,1.05396760730862
SA594514,0.0956161791275223,0,0.0361103088275211,0,0,0.216671828614832,0,0.0217488964904776,0.020088268085823,0,0.0305660379932305,0.018337991291255,0.0174312552206673,0.0832160700667147,0.0060116138940638,0.195037997028934,0.178249346656415,0,0.0809142067025432,0,0,0,0.143,0.150394785194632,1.02089545603725
SA594531,0.103497848388678,0,0.038684336553917,0.0603595779967654,0,0.2066567920987,0.0122430821926869,0,0.0247357127523634,0,0,0.0534477342351853,0.0206301989388973,0,0.0828203911443795,0.129638278944657,0.0857511588563259,0.023139698976166,0.108062904468077,0,0,0.0503322844532017,0.169,0.133917541306639,1.02242541503434
SA561015,0.131511564823857,0,0.0544791968294462,0.0376147691779741,0,0.172994499192558,0.0156878948655469,0,0.00684783765144204,0,0,0.0453491013205889,0,0.0402981631624009,0.238418365368136,0.0859679105188273,0.0845490620092255,0,0.0858288801102171,0,0,0.000452754969780275,0.097,0.191127412853852,1.02522210926979
SA560630,0.114019872408806,0,0.0636716110545569,0,0,0.33690255855469,0,0,0.00106476015134681,0,0,0.0315354212683879,0.0523248936209907,0.00248789493808957,0.0493160712458409,0.0936770290166982,0.238819270129122,0,0.0161806176114702,0,0,0,0.651,0.00584015734202379,1.06951616116529
SA560667,0.0778233490087791,0,0.161087034241499,0.0682540088477352,0,0.253328451133964,0,0.050537805596521,0,0,0.0286604211345222,0.062358826126463,0.031619981957539,0.0439363929557925,0,0,0.0709081705657832,0.0120611621701479,0.124874295017625,0,0.0145501012436285,0,0.979,-0.0605762850578866,1.10141533532226
SA560704,0.128948579928164,0,0.0771872812893487,0,0,0.156311809351939,0,0.0274061277490714,0.00318290539266127,0,0,0.0159864453981507,0.0153319848618309,0,0.0452244371162321,0.10568507913662,0.270122130096735,0.0892248819005535,0.00903305209605855,0.0381504593707701,0,0.0182048263118646,0.483,0.036355303914293,1.05571512474153
SA560628,0.179094032186849,0,0.0662713453052026,0.0280189863327662,0,0.200618435859848,0,0,0.0394791522485046,0,0,0.109027056336501,0,0.0402179847227729,0.0258507797500274,0.0338811795219154,0.0260546650485866,0,0.215359778602293,0,0,0.0361266040847339,0.96,-0.0534573493550716,1.10187919413792
SA560689,0.0464513614067801,0,0.0221432466967704,0.161288168221002,0,0.166891911377622,0.0483422657033394,0,0.038976015171185,0,0.0197142273396124,0.0271293767653837,0.0272711572652687,0.0355113674010909,0.147369067694792,0.0715684059125549,0,0,0.187343429044598,0,0,0,0.925,-0.0453683204442862,1.10899684622911
SA560706,0.171962234307675,0,0.111387568458845,0,0,0.161299500321482,0,0,0.019230745720422,0,0,0.0736408137345698,0.0145807042036933,0,0.0653018687226777,0.0332310248854827,0.177967967082418,0.0819881215370156,0.0581014629344236,0,0,0.0313079880912954,0.979,-0.0608159217522449,1.09058877043726
SA594586,0.0903621419639393,0,0.113423040618174,0,0,0.224153764428985,0,0.129719670456752,0,0,0,0.0900513200695841,0.0494104567430841,0.024391359984976,0,0,0,0.054375303548978,0.22064285790971,0,0,0.00347008427581783,0.931,-0.0464515549023153,1.09382670473098
SA560634,0.107768454519587,0,0.0201199772653495,0.0147216763284297,0,0.230109788224005,0,0.000655850301925307,0,0,0,0.0283414939229929,0.00195829033826144,0,0.0450283026362358,0.123388596936679,0.348632766641842,0,0.0654060462743778,0,0,0.0138687566103148,0.792,-0.0162904612944235,1.07951173080974
SA594599,0.211621772415982,0,0.116784401530902,0,0,0.148444252605811,0,0.0305811575561099,0,0,0,0.0625323713419201,0.0067103467141374,0,0.0442796884924701,0.137341821069518,0.0824641117374472,0,0.126425279218477,0,0,0.0328147973172253,0.999,-0.0848425669629395,1.09661745140768
SA594611,0.12473086969699,0,0.0138448971762298,0.083703389426111,0,0.28755358364721,0.00485016650624868,0.00840169875242887,0,0,0,0.0286830825744111,0.0223149301165189,0,0.250482851732737,0.0765737290798087,0.058872441989674,0,0.0399883593016325,0,0,0,0.081,0.224260746951485,1.02038508611371
